City,State,ZIP,county
Ann Arbor,MI,48108,Washtenaw County
Monroe,MI,48162,Monroe County
Detroit,MI,48234,Wayne County
Flint,MI,48503,Genesee County
Saginaw,MI,48603,Saginaw County
Lansing,MI,48910,Ingham County
Kalamazoo,MI,49001,Kalamazoo County
Benton Harbor,MI,49022,Berrien County
Grand Rapids,MI,49525,Kent County
Grand Rapids,MI,49512,Kent County
Wyoming,MI,49509,Kent County
Milwaukee,WI,53233,Milwaukee County
Janesville,WI,53545,Rock County
Madison,WI,53719,Dane County
La Crosse,WI,54603,La Crosse County
Schofield,WI,54476,Marathon County
Eau Claire,WI,54703,Chippewa County
Oshkosh,WI,54902,Winnebago County
St. Paul,MN,55104,Ramsey County
Maplewood,MN,55109,Dakota County
Blaine,MN,55434,Anoka County
Rochester,MN,55901,Olmsted County
St. Cloud,MN,56304,Benton County
St. Cloud,MN,56304,Benton County
Rapid City,SD,57702,Lawrence County
Billings,MT,59105,Yellowstone County
Billings,MT,59102,Yellowstone County
Bozeman,MT,59715,Gallatin County
Des Plaines,IL,60018,Cook County
Evanston,IL,60201,Cook County
Markham,IL,60428,Cook County
Chicago,IL,60639,Cook County
Chicago,IL,60641,Cook County
Chicago,IL,60649,Cook County
Cicero,IL,60804,Cook County
Bloomington,IL,61701,McLean County
Champaign,IL,61820,Champaign County
Springfield,IL,62702,Sangamon County
Florissant,MO,63033,St. Louis County
Hazelwood,MO,63042,St. Louis County
St. Louis,MO,63110,St. Louis city
Cape Girardeau,MO,63703,Cape Girardeau County
Independence,MO,64050,Jackson County
Columbia,MO,65203,Boone County
Springfield,MO,65803,Greene County
Overland Park,KS,66204,Johnson County
Topeka,KS,66609,Shawnee County
Wichita,KS,67218,Sedgwick County
Omaha,NE,68127,Douglas County
Omaha,NE,68134,Douglas County
Grand Island,NE,68801,Hall County
Kenner,LA,70062,Jefferson Parish
New Orleans,LA,70117,Orleans Parish
New Orleans,LA,70126,Orleans Parish
New Orleans,LA,70129,Orleans Parish
Slidell,LA,70458,St. Tammany Parish
Lafayette,LA,70503,Lafayette Parish
Lake Charles,LA,70601,Calcasieu Parish
Baton Rouge,LA,70814,East Baton Rouge Parish
Baton Rouge,LA,70815,East Baton Rouge Parish
Shreveport,LA,71108,Caddo Parish
North Little Rock,AR,72114,Pulaski County
Sherwood,AR,72120,Faulkner County
North Little Rock,AR,72114,Pulaski County
Little Rock,AR,72209,Pulaski County
Norman,OK,73069,Cleveland County
Midwest City,OK,73110,Cleveland County
Oklahoma City,OK,73112,Oklahoma County
Oklahoma City,OK,73132,Oklahoma County
Oklahoma City,OK,73114,Oklahoma County
Oklahoma City,OK,73129,Cleveland County
Tulsa,OK,74112,Tulsa County
Tulsa,OK,74120,Tulsa County
Tulsa,OK,74136,Tulsa County
Tulsa,OK,74146,Tulsa County
Grand Prairie,TX,75050,Dallas County
Lewisville,TX,75067,Dallas County
Plano,TX,75074,Collin County
Sherman,TX,75092,Grayson County
Canton,TX,75103,Van Zandt County
Ennis,TX,75119,Ellis County
Corsicana,TX,75110,Navarro County
Waxahachie,TX,75165,Ellis County
Dallas,TX,75220,Dallas County
Dallas,TX,75228,Dallas County
Dallas,TX,75233,Dallas County
Mt. Pleasant,TX,75455,Titus County
Paris,TX,75462,Lamar County
Mt. Vernon,TX,75457,Franklin County
Daingerfield,TX,75638,Morris County
Athens,TX,75751,Anderson County
Jacksonville,TX,75766,Cherokee County
Palestine,TX,75801,Anderson County
Crockett,TX,75835,Houston County
Center,TX,75935,San Augustine County
Nacogdoches,TX,75964,Nacogdoches County
Arlington,TX,76012,Tarrant County
Mansfield,TX,76063,Ellis County
Weatherford,TX,76087,Hood County
Fort Worth,TX,76104,Tarrant County
Fort Worth,TX,76114,Tarrant County
North Richland Hills,TX,76180,Tarrant County
Denton,TX,76205,Denton County
Bowie,TX,76230,Clay County
Justin,TX,76247,Denton County
Nocona,TX,76255,Montague County
Wichita Falls,TX,76306,Wichita County
Wichita Falls,TX,76308,Archer County
Wichita Falls,TX,76301,Wichita County
Graham,TX,76450,Palo Pinto County
Lipan,TX,76462,Erath County
Belton,TX,76513,Bell County
Mexia,TX,76667,Freestone County
Waco,TX,76710,McLennan County
Brady,TX,76825,McCulloch County
Goldthwaite,TX,76844,Mills County
San Angelo,TX,76903,Tom Green County
Houston,TX,77015,Harris County
Houston,TX,77028,Harris County
Houston,TX,77074,Harris County
Houston,TX,77083,Fort Bend County
Houston,TX,77055,Harris County
Houston,TX,77095,Harris County
Conroe,TX,77301,Montgomery County
Tomball,TX,77375,Harris County
Spring,TX,77388,Harris County
Bay City,TX,77414,Matagorda County
Sealy,TX,77474,Austin County
Brazoria,TX,77422,Brazoria County
Brookshire,TX,77423,Fort Bend County
Missouri City,TX,77459,Fort Bend County
Rosenberg,TX,77471,Fort Bend County
Pasadena,TX,77503,Harris County
Baytown,TX,77521,Chambers County
Channelview,TX,77530,Harris County
Fresno,TX,77545,Brazoria County
Pearland,TX,77584,Brazoria County
Texas City,TX,77590,Galveston County
Stowell,TX,77661,Chambers County
Beaumont,TX,77701,Jefferson County
Flynn,TX,77855,Leon County
Hallettsville,TX,77964,Lavaca County
Boerne,TX,78006,Bexar County
Three Rivers,TX,78071,Live Oak County
Kenedy,TX,78119,Bee County
New Braunfels,TX,78130,Comal County
Seguin,TX,78155,Guadalupe County
Seguin,TX,78155,Guadalupe County
San Antonio,TX,78217,Bexar County
San Antonio,TX,78218,Bexar County
San Antonio,TX,78221,Bexar County
San Antonio,TX,78222,Bexar County
San Antonio,TX,78223,Bexar County
San Antonio,TX,78227,Bexar County
San Antonio,TX,78240,Bexar County
Corpus Christi,TX,78411,Nueces County
Corpus Christi,TX,78415,Nueces County
Corpus Christi,TX,78415,Nueces County
Edinburg,TX,78542,Hidalgo County
Weslaco,TX,78596,Hidalgo County
Burnet,TX,78611,Burnet County
Leander,TX,78641,Travis County
Martindale,TX,78655,Caldwell County
Austin,TX,78745,Travis County
Austin,TX,78722,Travis County
Austin,TX,78753,Travis County
Austin,TX,78757,Travis County
Weimar,TX,78962,Colorado County
Wildorado,TX,79098,Deaf Smith County
Dalhart,TX,79022,Dallam County
Hereford,TX,79045,Castro County
Higgins,TX,79046,Lipscomb County
Farwell,TX,79325,Parmer County
Levelland,TX,79336,Cochran County
Winters,TX,79567,Runnels County
Stanton,TX,79782,Martin County
Clint,TX,79836,El Paso County
Sanderson,TX,79848,Terrell County
Arvada,CO,80003,Adams County
Aurora,CO,80011,Adams County
Aurora,CO,80012,Arapahoe County
Westminster,CO,80031,Adams County
Denver,CO,80219,Denver County
Denver,CO,80219,Denver County
Denver,CO,80229,Adams County
Lakewood,CO,80232,Denver County
Boulder,CO,80304,Boulder County
Colorado Springs,CO,80907,El Paso County
Colorado Springs,CO,80909,El Paso County
Pueblo,CO,81008,El Paso County
Riverton,WY,82501,Fremont County
Mills,WY,82604,Natrona County
Jackson,WY,83001,Teton County
Pocatello,ID,83201,Bannock County
Pocatello,ID,83201,Bannock County
Twin Falls,ID,83301,Jerome County
Boise,ID,83714,Ada County
Boise,ID,83706,Ada County
Moscow,ID,83843,Latah County
Salt Lake City,UT,84107,Salt Lake County
Salt Lake City,UT,84115,Salt Lake County
West Valley City,UT,84120,Salt Lake County
Ogden,UT,84401,Weber County
Provo,UT,84604,Utah County
Phoenix,AZ,85016,Maricopa County
Phoenix,AZ,85020,Maricopa County
Phoenix,AZ,85021,Maricopa County
Mesa,AZ,85213,Maricopa County
Mesa,AZ,85210,Maricopa County
Scottsdale,AZ,85250,Maricopa County
Tempe,AZ,85281,Maricopa County
Tempe,AZ,85281,Maricopa County
Tempe,AZ,85283,Maricopa County
Glendale,AZ,85301,Maricopa County
Glendale,AZ,85308,Maricopa County
Tucson,AZ,85705,Pima County
Tucson,AZ,85730,Pima County
Tucson,AZ,85741,Pima County
Albuquerque,NM,87108,Bernalillo County
Magdalena,NM,87825,Socorro County
Las Cruces,NM,88001,Dona Ana County
Las Vegas,NV,89030,Clark County
Las Vegas,NV,89101,Clark County
Las Vegas,NV,89102,Clark County
Las Vegas,NV,89106,Clark County
Las Vegas,NV,89122,Clark County
Reno,NV,89502,Washoe County
Reno,NV,89521,Storey County
Carson City,NV,89701,Douglas County
Los Angeles,CA,90006,Los Angeles County
Los Angeles,CA,90011,Los Angeles County
Los Angeles,CA,90022,Los Angeles County
Los Angeles,CA,90044,Los Angeles County
Los Angeles,CA,90062,Los Angeles County
Gardena,CA,90249,Los Angeles County
Lynwood,CA,90262,Los Angeles County
Torrance,CA,90501,Los Angeles County
Whittier,CA,90604,Los Angeles County
La Habra,CA,90631,Los Angeles County
Altadena,CA,91001,Los Angeles County
Glendale,CA,91204,Los Angeles County
Agoura,CA,91301,Los Angeles County
North Hills,CA,91343,Los Angeles County
Burbank,CA,91505,Los Angeles County
Baldwin Park,CA,91706,Los Angeles County
Baldwin Park,CA,91706,Los Angeles County
Corona,CA,92879,Riverside County
Covina,CA,91722,Los Angeles County
El Monte,CA,91733,Los Angeles County
City of Industry,CA,91744,Los Angeles County
Ontario,CA,91761,San Bernardino County
Pomona,CA,91767,Los Angeles County
Pomona,CA,91768,Los Angeles County
Rosemead,CA,91770,Los Angeles County
Chula Vista,CA,91910,San Diego County
Lemon Grove,CA,91945,San Diego County
Oceanside,CA,92054,San Diego County
Poway,CA,92064,San Diego County
San Diego,CA,92126,San Diego County
Indio,CA,92201,Riverside County
Beaumont,CA,92223,Riverside County
Barstow,CA,92311,San Bernardino County
Fontana,CA,92335,San Bernardino County
Hemet,CA,92543,Riverside County
Redlands,CA,92374,San Bernardino County
San Bernardino,CA,92410,San Bernardino County
Riverside,CA,92503,Riverside County
Riverside,CA,92507,Riverside County
Anaheim,CA,92805,Orange County
Oxnard,CA,93033,Ventura County
Oxnard,CA,93030,Ventura County
Oxnard,CA,93036,Ventura County
Bakersfield,CA,93308,Kern County
Bishop,CA,93514,Inyo County
Lancaster,CA,93535,Los Angeles County
Auberry,CA,93602,Fresno County
Oakhurst,CA,93644,Madera County
Orosi,CA,93647,Fresno County
Fresno,CA,93702,Fresno County
Fresno,CA,93710,Fresno County
King City,CA,93930,Monterey County
Mountain View,CA,94040,Santa Clara County
Napa,CA,94558,Napa County
Dublin,CA,94568,Alameda County
Richmond,CA,94804,Contra Costa County
Campbell,CA,95008,Santa Clara County
San Jose,CA,95125,Santa Clara County
Stockton,CA,95205,San Joaquin County
Stockton,CA,95205,San Joaquin County
Stockton,CA,95210,San Joaquin County
Lodi,CA,95240,San Joaquin County
Sonora,CA,95370,Tuolumne County
Manteca,CA,95336,San Joaquin County
Merced,CA,95341,Merced County
Modesto,CA,95354,Stanislaus County
Crescent City,CA,95531,Del Norte County
Pioneer,CA,95666,Amador County
Placerville,CA,95667,El Dorado County
Rancho Cordova,CA,95670,Sacramento County
Vacaville,CA,95688,Solano County
West Sacramento,CA,95691,Yolo County
Sacramento,CA,95815,Sacramento County
Sacramento,CA,95817,Sacramento County
Sacramento,CA,95817,Sacramento County
Sacramento,CA,95823,Sacramento County
Oroville,CA,95965,Butte County
Yuba City,CA,95993,Sutter County
Redding,CA,96002,Shasta County
Alturas,CA,96101,Modoc County
Honolulu,HI,96819,Honolulu County
Beaverton,OR,97005,Washington County
Hillsboro,OR,97124,Multnomah County
Portland,OR,97213,Multnomah County
Tigard,OR,97223,Multnomah County
Corvallis,OR,97330,Benton County
Roseburg,OR,97470,Douglas County
Medford,OR,97501,Jackson County
Medford,OR,97501,Jackson County
Klamath Falls,OR,97603,Klamath County
Auburn,WA,98002,King County
Kenmore,WA,98028,King County
Lynnwood,WA,98036,Snohomish County
Ballard,WA,98107,King County
Seattle,WA,98118,King County
Seattle,WA,98126,King County
Shoreline,WA,98133,King County
SeaTac,WA,98198,King County
Everett,WA,98203,Snohomish County
Bellingham,WA,98226,Whatcom County
Tacoma,WA,98405,Pierce County
Tacoma,WA,98444,Pierce County
Olympia,WA,98506,Thurston County
Longview,WA,98632,Cowlitz County
Vancouver,WA,98661,Clark County
Vancouver,WA,98661,Clark County
Vancouver,WA,98665,Clark County
Yakima,WA,98901,Kittitas County
Spokane,WA,99204,Spokane County
Spokane,WA,99216,Spokane County
Spokane,WA,99218,Spokane County
Pasco,WA,99301,Franklin County
Buffalo Lake,MN,55314,Renville County
Litchfield,MN,55355,McLeod County
Ames,IA,50010,Story County
Chicago,IL,60613,Cook County
Chicago,IL,60655,Cook County
South Houston,TX,77587,Harris County
Kahului,HI,96732,Maui County
Wabasso,MN,56293,Redwood County
Albert Lea,MN,56007,Freeborn County
Reeders,PA,18352,Monroe County
Albuquerque,NM,87102,Bernalillo County
Denver,CO,80209,Denver County
Middleborough,MA,02346,Plymouth County
Los Angeles,CA,90021,Los Angeles County
Detroit,MI,48234,Wayne County
Guthrie,OK,73044,Logan County
Mustang,OK,73064,Canadian County
Clinton,OK,73601,Custer County
Bartlesville,OK,74006,Nowata County
Claremore,OK,74017,Rogers County
Miami,OK,74354,Craig County
Fresno,CA,93728,Fresno County
Los Angeles,CA,90031,Los Angeles County
Thousand Oaks,CA,91320,Ventura County
Sacred Heart,MN,56285,Chippewa County
Olivia,MN,56277,Renville County
Granite Falls,MN,56241,Chippewa County
Calera,OK,74730,Bryan County
Chickasha,OK,73018,Grady County
Harrah,OK,73045,Lincoln County
Holdenville,OK,74848,Hughes County
Lexington,OK,73051,Cleveland County
Locust Grove,OK,74352,Cherokee County
Norman,OK,73071,Cleveland County
Oklahoma City,OK,73150,Cleveland County
Oklahoma City,OK,73128,Canadian County
Pryor,OK,74361,Mayes County
Seminole,OK,74868,Seminole County
Shawnee,OK,74804,Pottawatomie County
Weatherford,OK,73096,Custer County
Salt Lake City,UT,84116,Salt Lake County
Bountiful,UT,84010,Davis County
Woods Cross,UT,84087,Davis County
Glenwood,MN,56334,Douglas County
Seattle,WA,98107,King County
Lewiston,UT,84320,Cache County
Salt Lake City,UT,84115,Salt Lake County
Ogden,UT,84401,Weber County
Salt Lake City,UT,84116,Salt Lake County
West Wendover,NV,89883,Elko County
Granby,CO,80446,Grand County
Atlantic,IA,50022,Audubon County
De Pere,WI,54115,Brown County
Braidwood,IL,60408,Will County
Decatur,IL,62526,Macon County
Kankakee,IL,60901,Kankakee County
Knox,IN,46534,Starke County
Lake Villa,IL,60046,Lake County
Marseilles,IL,61341,LaSalle County
Oakwood,IL,61858,Vermilion County
Pontiac,IL,61764,Livingston County
Rensselaer,IN,47978,Jasper County
Urbana,IL,61802,Champaign County
Vandalia,IL,62471,Fayette County
Watseka,IL,60970,Iroquois County
Woodstock,IL,60098,McHenry County
Laurel,MD,20724,Anne Arundel County
Show Low,AZ,85901,Apache County
San Francisco,CA,94115,San Francisco County
San Francisco,CA,94104,San Francisco County
San Francisco,CA,94105,San Francisco County
San Francisco,CA,94108,San Francisco County
Los Angeles,CA,90048,Los Angeles County
Los Angeles,CA,90012,Los Angeles County
Encino,CA,91436,Los Angeles County
Northridge,CA,91330,Los Angeles County
Northridge,CA,91330,Los Angeles County
Northridge,CA,91330,Los Angeles County
Northridge,CA,91324,Los Angeles County
San Pedro,CA,90731,Los Angeles County
San Fernando,CA,91342,Los Angeles County
Los Angeles,CA,90049,Los Angeles County
Rochester,NY,14606,Monroe County
Hamel,MN,55340,Hennepin County
Minneapolis,MN,55414,Hennepin County
Minneota,MN,56264,Lyon County
Marshall,MN,56258,Lyon County
Cottonwood,MN,56229,Lyon County
Arcadia,CA,91007,Los Angeles County
Mandan,ND,58554,Morton County
Bismarck,ND,58501,Burleigh County
Morton,MS,39117,Rankin County
Glendora,CA,91741,Los Angeles County
Culver City,CA,90230,Los Angeles County
Los Angeles,CA,90034,Los Angeles County
Santa Ana,CA,92705,Orange County
Camarillo,CA,93012,Ventura County
Brea,CA,92821,Orange County
Newbury Park,CA,91320,Ventura County
Oak View,CA,93022,Ventura County
San Dimas,CA,91773,Los Angeles County
Pasadena,CA,91101,Los Angeles County
Rosemead,CA,91770,Los Angeles County
Ventura,CA,93009,Ventura County
Ventura,CA,93003,Ventura County
Ventura,CA,93003,Ventura County
Playa del Rey,CA,90293,Los Angeles County
Baldwin Park,CA,91706,Los Angeles County
Downey,CA,90242,Los Angeles County
South Gate,CA,90280,Los Angeles County
Concord,CA,94520,Contra Costa County
Davis,CA,95616,Solano County
San Luis Obispo,CA,93401,San Luis Obispo County
Pueblo,CO,81006,Pueblo County
Phoenix,AZ,85017,Maricopa County
Breckenridge,MN,56520,Wilkin County
Willmar,MN,56201,Kandiyohi County
Munising,MI,49862,Alger County
Sandy,UT,84070,Salt Lake County
Murray,UT,84123,Salt Lake County
Maple,NC,27956,Currituck County
Roxboro,NC,27574,Granville County
Durham,NC,27705,Durham County
Oxford,NC,27565,Granville County
Bunn,NC,27508,Franklin County
Henderson,NC,27537,Franklin County
Warrenton,NC,27589,Franklin County
Santa Cruz,CA,95061,Santa Cruz County
Thousand Palms,CA,92276,Riverside County
Opp,AL,36467,Coffee County
Strong,AR,71765,Union County
Wynne,AR,72396,Cross County
Raleigh,NC,27607,Wake County
High Point,NC,27265,Davidson County
Mount Pleasant,NC,28124,Cabarrus County
Dallas,NC,28034,Gaston County
Lincolnton,NC,28092,Catawba County
Taylorsville,NC,28681,Alexander County
Newton,NC,28658,Catawba County
Winston-Salem,NC,27105,Forsyth County
Monroe,NC,28112,Union County
Charlotte,NC,28214,Mecklenburg County
Shelby,NC,28152,Cleveland County
Statesville,NC,28625,Alexander County
Ann Arbor,MI,48109,Washtenaw County
Ann Arbor,MI,48109,Washtenaw County
Keene,NH,03431,Cheshire County
Santa Maria,CA,93454,San Luis Obispo County
Paso Robles,CA,93446,San Luis Obispo County
San Luis Obispo,CA,93405,San Luis Obispo County
Jefferson,LA,70121,Jefferson Parish
Hinckley,MN,55037,Kanabec County
Grapevine,TX,76051,Dallas County
Graceville,MN,56240,Big Stone County
Minneapolis,MN,55413,Hennepin County
Bellflower,CA,90706,Los Angeles County
Whittier,CA,90601,Los Angeles County
Tacoma,WA,98438,Pierce County
Clara City,MN,56222,Chippewa County
Windom,MN,56101,Cottonwood County
Garber,OK,73738,Garfield County
Brush,CO,80723,Morgan County
Wimberley,TX,78676,Blanco County
Bridgeport,TX,76426,Jack County
Lubbock,TX,79404,Lubbock County
Port Neches,TX,77651,Jefferson County
